profilePictureUrl,comment,likeCount,replyCount,commentDate,commentId,ownerId,timestamp
,"Sério?? Mas não condenaram a Fraude comprovada, não condenaram os ataques a constituição, não condenaram a isenção das FA, não condenam os ataques aos Patriotas, não condenaram a prisão do índio e de outras pessoas de bem, não condenam os ataques g€n0c¡d@s e muito mebos condenam as intenções m@lígn@as e c0mun¡st@s!! Por favor!! Vcs definitivamente não representam a classe!! Totalmente contrários ao propósitos que defendem!",7,13,2023-01-10T02:03:00.000Z,17954335682185399,6697309918,2023-01-11T20:58:21.262Z
,"Deviam se preocupar com a assistência que vocês não dão aos profissionais psicólogos, com a exclusividade do exercício da profissão, com os regulamentos dos códigos de ética, com o investimento e distribuição de verbas para o crescimento da nossa área.",208,18,2023-01-09T15:11:51.000Z,17941388366584760,4240568847,2023-01-11T20:58:21.262Z
,"Os conselhos regionais devem penalizar as psicólogas e os psicólogos que estão incitando a violência, a depredação do patrimônio público e que apoiam os atos terroristas ocorridos ontem em Brasília.",296,16,2023-01-09T14:52:12.000Z,17969917396919416,482464576,2023-01-11T20:58:21.262Z
,"Enquanto este conselho tiver esse viés político de esquerda, que fecha os olhos para as reais necessidades dos psicólogos e da sociedade, não me sinto representado",82,11,2023-01-09T15:02:03.000Z,17959502441214644,1243879314,2023-01-11T20:58:21.262Z
,"Posicionamento importantíssimo, mas fico boba como vocês fecham os olhos para as coisas que envolvem a profissão. Nenhum posicionamento sobre a PL, isso é surreal. Vocês são um dos poucos calados. Não irão defender a classe?",534,13,2023-01-09T14:49:14.000Z,17966553416304590,42206816312,2023-01-11T20:58:21.262Z
,"Brasil em crise democrática 
A psicóloga conservadora: e o meu salário?",74,5,2023-01-09T16:05:56.000Z,17925423230528161,12634749007,2023-01-11T20:58:23.057Z
,"Se o bolsonarismo tiver certo, a psicologia está errada!",28,0,2023-01-09T14:54:38.000Z,18004071037508573,7187236140,2023-01-11T20:58:23.057Z
,Impressionante a quantidade de profissionais que simplesmente pisaram no código de ética e acham que o assunto principal aqui é partido ou lado. É a ameaça a DEMOCRACIA! Tenham menos preguiça e estudem um pouco mais.,9,0,2023-01-10T12:00:35.000Z,17970034613035606,23824431947,2023-01-11T20:58:23.057Z
,"Me assusta psicólogos que defende esses ataques, claramente essas pessoas não estão bem, fora defender Bolsonaro que é tudo que a psicologia jamais defenderia, homofobia, racismo, machismo, tortura…..",14,0,2023-01-09T19:23:19.000Z,17969453098898229,235019832,2023-01-11T20:58:23.057Z
,"Frente a tudo isso que falei abaixo, QUAL A PROVIDÊNCIA DO CONSELHO FEDERAL DE PSICOLOGIA, contra atentado a VIDA destas pessoas? (4 mortes dentro desse ginásio!!!)",5,0,2023-01-10T12:06:03.000Z,17959259885252638,11112664149,2023-01-11T20:58:23.057Z
,"Muito psicólogo  que deveria ter o CRP cassado aqui, metem essa de ideologia política, como se estivessem isentos de ideologia politica. A psicologia só existe de verdade num regime democrático,  se vcs não conseguem entender isso abandonem a profissão.",16,0,2023-01-10T12:47:34.000Z,17948465438452877,15384438930,2023-01-11T20:58:23.057Z
,Farão alguma coisa com os psis que ajudaram a invadir e depredar? Como fica o CRP desse povo????,18,0,2023-01-09T14:59:06.000Z,17949933806429194,578390563,2023-01-11T20:58:23.057Z
,"O conselho deveria estar mais preocupado com nossa jornada de trabalho, salário mínimo para classe! E atender o telefone! Uma vergonha esse conselho! Esse conselho esquerdista não me representa",2,3,2023-01-10T00:25:41.000Z,17942792069340550,829355,2023-01-11T20:58:23.057Z
,"fico extremamente horrorizada de ver comentários de psicólogos que apoiam o terrorismo e ainda reclamam de que psicologia não é política. bicho???? ainda falam que ser contra golpismo e terrorismo é ser partidário? cês tão abubublébe das ideias. e outra, muitas reivindicações que fazem nos comentários deveriam exigir dos sindicatos, eles, sim, são feitos pra cuidar dos profissionais",5,0,2023-01-09T19:46:51.000Z,18341462857038489,48004489486,2023-01-11T20:58:23.057Z
,"Hahahahahaha o povo questionando porquê o CFP não apoia a direita 😂 será que é porque tudo que pregam é o contrário da conduta que se espera de um psi? Empatia, valorização e respeito às diferenças, a decisão do outro, liberdades individuais, cidadania... afinal é o fazer da profissão. Enquanto o discurso da esquerda se baseia no saber psicológico, sociológico e filosófico. Será que deve ser por isso? Que dúvida cruel...",5,0,2023-01-10T04:07:33.000Z,17999954221587334,50076013451,2023-01-11T20:58:23.057Z
,"Ataques terroristas, q fique claro",23,0,2023-01-09T14:46:50.000Z,17932848128495953,19122616424,2023-01-11T20:58:23.057Z
,Mas tem muito psicólogo nesses ataques 🥺 nota: o Mito deles nem acredita em Psicologia..,4,0,2023-01-09T15:13:53.000Z,17880782837790126,1558883854,2023-01-11T20:58:23.057Z
,E sobre a PL vão se manifestar também ou fingir que nada está acontecendo neste país?,50,1,2023-01-09T14:54:32.000Z,17971099988046885,51254597197,2023-01-11T20:58:23.057Z
,Daqui a pouco aparecem os psicólogos que nunca leram o código de ética,491,7,2023-01-09T14:44:31.000Z,17935001045606608,55519217493,2023-01-11T20:58:23.057Z
,"Acredito que psicólogos e os conselhos que os representam deveriam ter um outro posicionamento, afinal um dos principais papéis desses profissionais é dar apoio a pessoas doentes emocionais, mentais etc. Se esse órgão não consegue entender que isso é uma doença e que essas pessoas precisam de acolhimento fica difícil de entender qual é o real papel da psicologia na vida de cada indivíduo. Cada pessoa física,  órgão, empresa longe da psicologia poderia ter esse julgamento pq afinal de contas somos leigos quanto ao que a psicólogia trata e qual é o seu principal objeto de estudo e cuidado. Agora profissionais, estudantes e os conselhos não podem condenar isso pelo lugar e profissão que escolheram... Deixo claro que eu sou extremamente contra tudo que foi feito na casa do povo e que cada um deve pagar pelos seus atos. Mas esses profissionais infelizmente não podem se posicionar como eu que não sou da área.",2,0,2023-01-10T20:34:53.000Z,17986476097775750,8127992630,2023-01-11T20:58:23.057Z
,NÃO EXISTE SAÚDE MENTAL SEM DEMOCRACIA!  Aguardando consequências cabíveis aos profissionais da categoria que incitam tamanha barbárie!,21,0,2023-01-09T15:47:31.000Z,18090716920312474,7120658658,2023-01-11T20:58:24.990Z
,"A psicologia brasileira??? Pois *eu* condeno ataques ao povo brasileiro, antes de tudo! Condeno a corrupção, condeno a covarde parcialidade do judiciário, condeno o ataque aos valores tradicionais, condeno o totalitarismo que está surgindo através do progressismo e que os incautos estão cooperando para com isto, transformando-se em criaturas que eles próprios dizem abominar. A cultura está derretendo diante dos nossos olhos, e é lastimável que a psicologia brasileira esteja nesse “barco”, que só tem um destino: o naufrágio. As instituições realmente estão contra o povo! Que assombro!!",4,0,2023-01-10T11:08:24.000Z,"1,79492E+16",7321505026,2023-01-11T20:58:24.990Z
,"Eu acho que o CFP tinha que por como quesito para pegar a CIP a realização de uma prova a respeito do código de ética da profissão. Pontuação de 0 a 10. Tirou menos de 8, reprova. Tem psicólogo que sequer lê o que está lá e, quando lê, não sabe interpretar o mínimo. Eu tenho CERTEZA que se um terrorista desses ler nosso código de ética, vão chamar a categoria de antro de comunistas. E por que? Porque não entendem nada da profissão, nada sobre direitos humanos, nada da constituição e muito menos sobre o que é comunismo.",3,0,2023-01-11T00:00:41.000Z,17917672937655609,48438317910,2023-01-11T20:58:24.990Z
,Infiltrados esquerdistas,3,0,2023-01-10T04:05:49.000Z,17979738433764135,10432836680,2023-01-11T20:58:24.990Z
,"Tantos comentários ofensivos... ofensas a quem é de esquerda, ofensas a quem é de direita, ofensas a quem possui uma crença religiosa... ofensas e ofensas... cada comentário ofensivo que quem o escreveu acredita estar certo por estar pré julgando o outro em razão das crenças políticas e ou religiosas... parece que todos esqueceram que os seres humanos são constituídos em sociedade, criando suas convicções, construindo sua cultura, e estão o tempo todo em transformação... esquecem que a psicologia não exige que você acredite em A ou B, o que é preciso é que se tenha uma boa conduta profissional, deixando para fora do consultório as crenças pessoais... um psicólogo não precisa ser uma página em branco, mas deve o tempo todo procurar melhorar a si, conseguindo ouvir sem julgar seu paciente, entendendo que ele é um sujeito que foi constituído em uma realidade diferente da sua... exigir que o outro seja igual ou pense igual ou queira igual de longe não é o papel do psicólogo. Falta empatia, falta bom senso, falta compaixão, falta profissionalismo... falta entender que eu não sou você e que você não é eu e simplesmente por isso nós já teremos muitas diferenças, mas isso não quer dizer que um é melhor que o outro.",2,0,2023-01-10T02:01:00.000Z,17964242069162643,1270662096,2023-01-11T20:58:24.990Z
,"O CFP não tem o menor problema em se posicionar “apenas” sobre assuntos ideológicos, enquanto outros que são de interesse dos profissionais, sequer menciona algum movimento em prol da categoria.",370,25,2023-01-09T14:56:01.000Z,17963845130162837,632911270,2023-01-11T20:58:24.990Z
,"Condenem os valores absurdos pagos pelos planos de saúde, os altos custos da anuidade, os valores vergonhosos dos concursos públicos, a falta de um piso adequado e mais honesto para categoria, condenem os conselhos regionais que mais vivem em recessos ou trabalham meio expediente...condenem os atos imorais da não atuação, em favor dos profissionais.",5,0,2023-01-10T08:40:53.000Z,17970102194044834,4264977452,2023-01-11T20:58:24.990Z
,"Eu gostaria de saber qual é o posicionamento do excelentíssimo Conselho à respeito das pessoas presas em Brasília, das mortes, das torturas, das pessoas presas em ônibus, inclusive idosos e crianças. Independente da posição política, que não deveria estar em questão, segundo nossa ética profissional, devemos zelar pelo respeito à vida. Não podemos ser coniventes. Qual é a postura do Conselho nessa situação????",3,2,2023-01-10T20:13:00.000Z,17968647248114094,1450251684,2023-01-11T20:58:24.990Z
,"Corretíssima a postura do CFP. Repúdio total ao terrorismo, ao fascismo. A psicologia deve estar ao lado da democracia, sempre!",8,0,2023-01-09T23:44:56.000Z,18017666788490463,48260655063,2023-01-11T20:58:24.990Z
,"Engraçado, procurei outras manifestações do conselho em situações tao descabidas como essa e não achei…
Será que o conselho federal escolhe um lado para se manifestar???",64,13,2023-01-09T15:08:46.000Z,17990992156710290,1461525289,2023-01-11T20:58:24.990Z
,"Vcs deveriam condenar eram pessoas presas sem investigação, onde tem vídeos feitos pela própria guarda nacional ainda pela manhã de infiltrados. E advinha....não eram manifestantes, mas infiltrados do PT e MST. Vcs deviam condenar é o não cumprimento do processo legal. É necessário investigação e não prender pessoas sem ficha criminal em campo de concentração, sem água, comida ou banheiro. Onde 5 pessoas já morreram, tem idosos e crianças. Ridículo o posicionamento do CFP, como sempre. Sério que vcs apoiam isso? Flávio Dino falou que os manifestantes seria contidos à ""bala, bala de verdade"". Nem os que destruíram o patrimônio (que uma simples investigação mostraria que foram infiltrados, tendo até prisões antes, na manhã), nem estes podem ser ""contidos à bala, bala de verdade"". Até porque a pena para o vandalismo não é a morte ou possibilidade de (morte, bala). Pelo amor de Deus, vcs realmente não percebem o que está acontecendo ou foram pagos pra fingir que não entendem o óbvio? Onde está os direitos humanos? Se um preso ficar sem almoço no presídio já encostam; se um preso (já com ficha criminal) não passar pela audiência de custódia os do ""direitos humanos"" dão um surto. Lá tem pessoas idosas e crianças sem ficha criminal e o ""direito dos manos"" não vai lá. Que absurdo. Revoltante isso.",10,2,2023-01-10T18:20:12.000Z,17992739323657357,4249892335,2023-01-11T20:58:24.990Z
,Seria legal também o CFP condenar também repúdio aos planos de saúde por vergonhosamente denigrir a imagem profissional do psicólogo pagando 14 reais a sessão de terapia.,89,5,2023-01-09T16:44:49.000Z,18011541889509635,7403203611,2023-01-11T20:58:24.990Z
,Sera como esta o emocional dos idosis e crianças que estão detidos e chamados de terrorista.,2,0,2023-01-11T01:22:15.000Z,18199073656231853,6876843160,2023-01-11T20:58:24.990Z
,@rogledson se liga nas tretas de psicólogo bozominion KKKK,1,0,2023-01-11T09:12:33.000Z,18206735350168549,50711869451,2023-01-11T20:58:24.990Z
,"Tem profissional no meio da baderna, e aí qual vai ser ? Cadê a cassação do CRP desses envolvidos",5,0,2023-01-09T19:52:18.000Z,17967185371973930,1378514908,2023-01-11T20:58:24.990Z
,"Quem está reclamando do Conselho, faça melhor: procure saber a finalidade um conselho de classe, participe ativamente das plenárias, contribua com os GTs e quem sabe organize uma chapa para concorrer nas eleições. Sobre democracia, é inegociável. Sobre o Código de Ética: ficar reclamando que ""ninguém segue"" mas não olha a si mesmo (só vista a carapuça se servir, blz). Então, galera, bora participar dos CRs principalmente das assembleias que discutem as anuidades. O bacana da DEMOCRACIA é que ninguém nas assembleias e plenárias ninguém vai sair quebrando o espaço do Conselho #ficadica 😉",6,0,2023-01-10T01:59:50.000Z,18011776267519705,336055985,2023-01-11T20:58:27.110Z
,Só vim ver os psicobozos 🙄,22,5,2023-01-09T15:03:32.000Z,18260941039191949,9049013970,2023-01-11T20:58:27.110Z
,Necessário e urgente se posicionar contra aos atentados terroristas.,54,1,2023-01-09T14:46:57.000Z,17993196571654149,1559889760,2023-01-11T20:58:27.110Z
,"Pela qualidade de alguns comentários aqui escritos, não duvido que tais psis estivessem ontem nessas ações criminosas. 👀",161,4,2023-01-09T15:12:03.000Z,18123443401294034,419615923,2023-01-11T20:58:27.110Z
,"Quais medidas disciplinares estão sendo realizadas em relação a ""colegas"" que apoiam os atos antidemocráticos?",83,13,2023-01-09T15:26:27.000Z,17969101291939491,31324100301,2023-01-11T20:58:27.110Z
,Um povo que falta cultura e não reconhece a própria história tende a repetir,31,0,2023-01-09T14:53:51.000Z,17993518744640987,7033843222,2023-01-11T20:58:27.110Z
,"E vamos de janeiro branco por aqui… ops! Sobre isso o conselho não postou nada! Pq não deve interessar, né! 

Triste ver a falta de respeito, empatia, e dificuldade de diálogos entre colegas de profissão! 
Depois tá todo mundo postando sobre janeiro branco, saúde mental, setembro amarelo, empatia e etc…",2,0,2023-01-10T01:57:17.000Z,18270022279106218,5348973240,2023-01-11T20:58:27.110Z
,"Muito importante esse posicionamento!👏 Mas sobre a desregulamentação da Psicologia, qual a situação?",426,29,2023-01-09T14:48:35.000Z,17861956820854543,5850481104,2023-01-11T20:58:27.110Z
,A Psicologia rima com democracia. E sem democracia não há saúde mental!,213,1,2023-01-09T14:53:41.000Z,18202252324229120,1991021893,2023-01-11T20:58:27.110Z
,E a corrupção o CRP também condena?,31,3,2023-01-09T14:55:08.000Z,17967261578114946,1243879314,2023-01-11T20:58:27.110Z
,Mas quando era o PT e MST podia!!!,29,10,2023-01-09T15:01:48.000Z,17937375935467544,7160026175,2023-01-11T20:58:27.110Z
,"Tinham psicólogos por lá, deveriam perder o direito de exercer a profissão!",8,0,2023-01-09T15:55:35.000Z,17870169476821944,295534111,2023-01-11T20:58:27.110Z
,"Perae... Mas a página não é do conselho de PSICOLOGIA? Então as postagens e posicionamentos não deveriam ser sobre PSICOLOGIA? Vocês podem dar a opinião de  vocês? Acho que não né? Lá na faculdade mesmo é ensinado a imparcialidade e o não julgamento sobre algumas questões, quando o assunto é polêmico e principalmente de assunto social (e não de psicologia). Vocês possuem tantas outras coisas para se posicionar, estão precisando de exemplo de assuntos para se posicionar e ""lutar"", então lá vai: a primeira já está sendo comentada por todos aí... A ridícula PL sobre a desregulamentação da nossa profissão; Mais um exemplo? Bora lá: Pq vocês não se posicionam e ""lutam"" sobre a atividade terapêutica ser exercida por profissionais capacitados, no caso, nós psicólogos? Outra causa sem solução:  E os testes psicológicos da internet sem nenhuma fiscalização? Outra causa: E o exercício das Constelações sistêmicas que também podem ser exercido por qualquer pessoa que não tem nem ideia do ""estrago"" psicológico que acontece com quem tem uma experiência ruim... E por assim vai! Acredito que vocês tem assuntos de psicologia com que se preocupar e se posicionar, ao invés de virem com assuntos sociais que vocês não tem a menor alçada e não podem fazer nada. Vão em busca daquilo que vocês podem, é muito mais bonito e útil para todos nós que pagamos um absurdo de anuidade para não ver melhoria nenhuma na nossa profissão.",17,10,2023-01-10T03:46:31.000Z,17895190058741255,1450692901,2023-01-11T20:58:27.110Z
,"Pronto! Já ‘militaram’ o suficiente, né? Agora já podem voltar ao trabalho e fazer o que vocês precisam fazer.",1,0,2023-01-10T14:53:12.000Z,17921600894550652,196026730,2023-01-11T20:58:27.110Z
,Democracia. Sempre. Para sempre!,74,0,2023-01-09T14:58:02.000Z,17957905595497637,35849526000,2023-01-11T20:58:27.110Z
,Inclusive tem uma psicóloga no meio filmando lá participando dos atos antidemocraticos.,235,16,2023-01-09T14:47:11.000Z,18018703873486301,190614706,2023-01-11T20:58:29.243Z
,"Eu fico indignada que o conselho comenta sobre tudo o que acontece no país, mas esquece de olhar para os problemas que a própria categoria enfrenta",79,7,2023-01-09T14:51:04.000Z,17955076343349142,182309649,2023-01-11T20:58:29.243Z
,"Bom dia Senhores. Por gentileza,  qual a movimentação que o Conselho Federal de Psicologia está a fazer em relação a PL que deseja extinção da nossa profissão?",114,6,2023-01-09T14:45:56.000Z,18161237488273869,6696314828,2023-01-11T20:58:29.243Z
,Ainda sou estudante de psicologia e já estou enojada com os Conselhos. Que ridículas essas notas! Que isso gente?! É essa a função do CFP?😮,7,12,2023-01-09T19:29:47.000Z,18014785759497506,6783779218,2023-01-11T20:58:29.243Z
,O interessante seria que cada um cuidasse da sua própria vida rs.. acredito que o conselho deva se preocupar com questões referente a atos dentro do ambiente terapêutico e questões relacionadas a classe. Tem uma PL tramitando aí que atinge diretamente a classe e até agora não vi nenhuma manifestação.,43,8,2023-01-09T15:10:08.000Z,17936248316556477,1427787556,2023-01-11T20:58:29.243Z
,"Só que faltava, o conselho punir a pessoa por liberdade de escolha partidária. Kkkk. Vandalismo é crime, repúdio!!! A polícia cuida disto. Agora, ideologia é algo individual!  Cabeça pequena de quem acha que se a pessoa for de direita ela apoia  o vandalismo que ocorreu. Faz favor né.",1,0,2023-01-10T14:26:08.000Z,17919976904570610,1016655511,2023-01-11T20:58:29.243Z
,Não sei o que é mais grave: a situação política e social pela qual estamos atravessando ou esta avalanche aqui de posicionamentos/comentários de psis defendendo atos antidemocráticos. A formação ética e crítica infelizmente não tem se efetivado. A luta é incessante!,31,0,2023-01-09T18:56:50.000Z,17988802585705510,9307421474,2023-01-11T20:58:29.243Z
,"Sim, e pedimos cadeia e processo para os g0lpistas! Que paguem pelos crimes!!!!",16,0,2023-01-09T15:16:33.000Z,18250169095120207,4724097567,2023-01-11T20:58:29.243Z
,"CFP é ótimo pra notas e repúdios, mas já está mais do que na hora de responsabilizar e punir profissionais que rasgam e vão diretamente contra o Código de Ética!!",20,0,2023-01-09T14:56:37.000Z,17996118238615842,50179794167,2023-01-11T20:58:29.243Z
,"Se a Psicologia precisa ser neutra em relação a politica por que ela sempre milita pela esquerda?? Não e de hoje... sempre teve um vies esquerdista tanto nas salas de aula como em tudo isso percebe se pelos comentários dos psicólogos aqui tudo alienados... nunca vi condenarem os atos da esquerda, psicologia vai acabar virando uma profissão militante.",31,15,2023-01-09T15:55:33.000Z,17972237986894552,830139883,2023-01-11T20:58:29.243Z
,"Fiquei com uma dúvida aqui: algum psicólogo consegue defender o bolsonarismo e ao mesmo tempo defender a Declaração Universal dos Direitos Humanos? Declaração que é um dos principais  fundamentos do nosso código de ética. Se consegue, descreva como, pois não me parece possível. Perguntei na moral mesmo, quero que me respondam na moral também.",69,26,2023-01-09T19:46:08.000Z,17936895506468656,49744313323,2023-01-11T20:58:29.243Z
,"O código de ética diz ""NEUTRALIDADE NA PROFISSÃO PARA COM OS PACIENTES"" , fora do consultório cada um tem seu ponto de vista. DITAR que vc deve ser de direita ou de esquerda por ser psicólogo, é ao meu ver, no mínimo ultrajante.",23,7,2023-01-09T18:28:02.000Z,17985414952793923,1121263965,2023-01-11T20:58:29.243Z
,Posicionamento importantíssimo que dignifica a categoria apesar de alguns profissionais hesitarem em debater o assunto.,4,0,2023-01-10T01:17:29.000Z,17977233934819018,5868107586,2023-01-11T20:58:29.243Z
,Não existe nenhuma possibilidade de saúde em um país que não assegure nossos direitos. A luta continua 🔱✊🏾,235,1,2023-01-09T14:49:31.000Z,18173101732264886,4471676308,2023-01-11T20:58:29.243Z
,Sem democracia não há saúde mental. Não existe possibilidade de neutralidade.,7,0,2023-01-10T03:08:53.000Z,18071095045341215,36611407998,2023-01-11T20:58:29.243Z
,"A psicologia deveria cuidar muito mais da saúde mental em si, cuidar de fato da classe, abrir os olhos de como é vista a Psicologia no Brasil, averiguar os critérios da PL, se posicionar mais sobre  o que falam da profissão, tentar reduzir as taxas de anuidade, ao invés de sempre fazer o que fazem.",83,26,2023-01-09T15:10:30.000Z,17987810578661505,39517446250,2023-01-11T20:58:31.350Z
,"👏👏👏👏👏👏 Bravo Psis! É preciso que a psicologia se aproprie dos fatos de nosso país, esteja sempre engajada em discutir ideias e buscar transformações!",75,0,2023-01-09T14:46:28.000Z,17952818162227290,819812330,2023-01-11T20:58:31.350Z
,Excelente! Parabéns ao Sistema Conselhos de Psicologia pelo compromisso irrevogável com a democracia e o Estado de Direito.,116,0,2023-01-09T15:00:03.000Z,17996449957567536,570161844,2023-01-11T20:58:31.350Z
,"Sobre a PL que estão falando nos comentários, o Regimento Interno da Câmara dos Deputados, em seu artigo 105 diz que ""Finda a legislatura, arquivar-se-ão todas as proposições que no seu decurso tenham sido submetidas à deliberação da Câmara e ainda se encontrem em tramitação"". Tem algumas exceções, como projetos de iniciativa popular ou os que já foram aprovados pelas comissões. Essa PL não entra em nenhuma das exceções",9,1,2023-01-09T15:38:30.000Z,17987068075787544,5740696899,2023-01-11T20:58:31.350Z
,"Lamentavelmente o Conselho só se manifesta no óbvio. Quem em sã consciência seria a favor de agressões e depredações? Infelizmente não vejo manifestação de repúdio quando os players fazem parte da esquerda.
Infelizmente vocês se tornaram um puxadinho dos sindicatos e movimentos de esquerda.
Pensem. Se os psicólogos não precisassem de vocês, continuariam associados?",118,11,2023-01-09T14:58:36.000Z,18192547930243998,3986966097,2023-01-11T20:58:31.350Z
,Mas não condena quem usa o título de psicólogo sem ter CRP 🙄,107,20,2023-01-09T14:49:06.000Z,17859504893865576,32453655165,2023-01-11T20:58:31.350Z
,Pelos comentários percebe-se que há muitos psicólogos de extrema-direita.  O pessoal está sendo aprovado nas faculdades sem a necessidade de ler...É surreal! 😱,15,1,2023-01-09T16:31:01.000Z,17979541186768743,352586348,2023-01-11T20:58:31.350Z
,Muito bom e importante posicionamento do nosso CRP. Parabéns 👏👏👏👏 estamos juntos pela paz e democracia 😍,17,0,2023-01-09T14:53:46.000Z,17959487060099142,6780624270,2023-01-11T20:58:31.350Z
,Psicologia rima com DEMOCRACIA! 🇧🇷,50,2,2023-01-09T15:33:33.000Z,18019643596471394,335090302,2023-01-11T20:58:31.350Z
,"Deviam se posicionar com a extinção da nossa profissão.  Cadê essa nota de repúdio? Se envolva no que nos interessa, pagamos para isso.",33,7,2023-01-09T14:50:50.000Z,17858666840867993,4698257875,2023-01-11T20:58:31.350Z
,"Psicolgia brasileira, os os diretores!!! Um conselho não é dono da profissão!!!

Repudiam um pl que tenta acabar com a necessidade de formação também, ou acharão bom para poder arrecadar mais!!!",67,7,2023-01-09T15:09:21.000Z,17990277103728668,4416005253,2023-01-11T20:58:31.350Z
,Finalmente uma gestão que parece se implicar. Já estava na hora dos conselhos de Psicologia se posicionarem. Espero que seja um começo 🙌,22,0,2023-01-09T14:56:35.000Z,17959208666332271,186118036,2023-01-11T20:58:31.350Z
,"Sou totalmente contra qualquer ato de vandalismo, seja da direita ou da esquerda, e ambos os lados existem pessoas extremistas e devem ser punidas por seus atos. Agora o que mim deixa inquieto é como o CFP reage a tudo que vai contra a nossa profissão, o esforço de lutar por melhorias para nossa classe é o mínimo possível e nós profissionais é que pagamos a conta.",8,1,2023-01-09T15:15:44.000Z,17951960054240673,37444258815,2023-01-11T20:58:31.350Z
,E a cassação do registro dos psicólogos e psicólogas envolvidas em atos antidemocráticos que tem como guia um senhor que fere tudo aquilo que funda a psicologia enquanto ciência e profissão?,16,1,2023-01-09T17:06:51.000Z,18009725146522006,4958979403,2023-01-11T20:58:31.350Z
,Os Psicólogos Bolsomions choram kkkkk,5,1,2023-01-09T15:27:36.000Z,17999777179593430,1966251186,2023-01-11T20:58:31.350Z
,Conselho de psicologia sempre muito rápido em emitir notas sobre as situações políticas do nosso país. Quanto a defesa da profissão… é outra história.,8,2,2023-01-09T23:46:18.000Z,18205608970173048,39199708606,2023-01-11T20:58:34.023Z
,Viva a democracia e o compromisso social do CFP. 👏👏👏,11,0,2023-01-09T16:13:29.000Z,"1,8146E+16",40716917425,2023-01-11T20:58:34.023Z
,"Meu Deus... A gente vê o quanto falhou como sociedade quando há tanto psicólogo bolsonarista e passando pano pro terrorismo de ontem. A gente vê o quanto se falha na formação da Psicologia quando lê comentários dizendo que CFP tem que se distanciar da política, como se a profissão não fosse política. A gente tem a dimensão do abismo quando psicólogos não entendem (ou fingem não entender) que Psicologia é não só política, mas luta em defesa da democracia, da consciência social, que ""cuidar da saúde mental e da classe"" envolve justamente tudo isso e o combate a tudo que vivemos ontem.",11,0,2023-01-09T23:52:23.000Z,17978493121791442,228786638,2023-01-11T20:58:34.023Z
